0.6	0.976190476	0.952380952	0.863636364	0.9375	0.9	1
0.75	0.7	0.181818182	0.689655172	0.761904762	1	0.285714286
1	0.851851852	0.833333333	0.830188679	0.716666667	0.954545455	1
1	0.892857143	1	1	0.916666667	1	1
0.615384615	0.866666667	1	1	0.947368421	1	1
0.0625	0.23255814	0.173913043	0.307692308	0.368421053	0.142857143	0.307692308
0.923076923	1	1	0.871794872	0.962962963	0.875	1
0	0.054054054	0	0.056338028	0.040816327	0.1	0
0.095238095	0.032258065	0.086956522	0.023255814	0.156862745	0	0.285714286
0.285714286	0.19047619	0.176470588	0.222222222	0.162162162	0.230769231	0.666666667
1	0.882352941	1	0.928571429	0.972222222	0.928571429	1
0.923076923	0.9375	0.681818182	1	1	1	0.888888889
0.55	0.894736842	0.928571429	0.903225806	0.861111111	0.75	0.947368421
0.923076923	0.971428571	0.5	0.888888889	0.963636364	1	0.714285714
0.928571429	0.909090909	0.9375	0.939393939	0.933333333	1	0.777777778
0.764705882	0.833333333	0.9375	0.794871795	0.8	1	0.875
0.117647059	0.04	0	0.222222222	0.194444444	0	0.333333333
0.163265306	0.203703704	0.352941176	0.177419355	0.35483871	0.111111111	0.333333333
0.142857143	0	0	0.035714286	0.166666667	0.166666667	0
0.695652174	0.925	1	0.980769231	0.974358974	1	0.833333333
0.810810811	0.707317073	0.724137931	0.79245283	0.780487805	0.625	0.615384615
0.956521739	0.837209302	0.75	0.873417722	0.692307692	0.909090909	0.846153846
0.147058824	0.138888889	0.227272727	0	0.1	0	0
0.648648649	1	1	1	0.973684211	1	1
0.153846154	0	0.071428571	0	0	0	0
0.526315789	0	0	0	0	0	0
0.818181818	0.533333333	0.558139535	0.425925926	0.388888889	0.5	0.4
0.85	0.782608696	0.888888889	0.617021277	0.735849057	0.842105263	0.642857143
1	0.909090909	0.588235294	0.891304348	0.864864865	0.9375	1
1	0.964285714	0.84375	0.944444444	0.92	0.875	0.666666667
0.225806452	0	0.333333333	0.108108108	0.146341463	0	0.222222222
0.764705882	0.315789474	0.375	0.260869565	0.27027027	0.666666667	0.285714286
0.230769231	0.220338983	0.2	0.264367816	0.2	0.357142857	0
0	0.16	0	0.090909091	0.153846154	0.222222222	0
0	0.043478261	0	0.074074074	0.12	0.142857143	0
0.826086957	0.947368421	0.957446809	0.924050633	0.694915254	0.714285714	0.8125
0.75	0.72972973	0.5	0.716666667	0.770833333	0.8	0.833333333
0.740740741	0.909090909	1	0.956521739	0.977272727	1	1
0.133333333	0.038461538	0.16	0.094594595	0.018518519	0.133333333	0
0	0.2	0	0.131578947	0.132075472	0.111111111	0.142857143
0.041666667	0.218181818	0.257142857	0.189655172	0.192982456	0.266666667	0.090909091
0.5	0.242424242	0.294117647	0.136363636	0.366666667	0.416666667	0.055555556
0.033333333	0.044444444	0	0.045454545	0.076923077	0.181818182	0
0.857142857	0.75	0.777777778	0.851851852	0.923076923	1	1
1	0.848484848	0.952380952	0.9375	0.921875	0.941176471	0.9
0.958333333	0.921568627	0.962962963	0.93220339	0.955555556	0.866666667	1
0.8125	1	1	1	1	1	1
0.7	1	1	1	1	1	1
0.083333333	0.153846154	0	0	0.16	0	0
0	0	0	0.027027027	0	0.083333333	0.115384615
0.75862069	0.833333333	0.85	0.909090909	0.904761905	0.785714286	0.75
0.095238095	0.114285714	0.153846154	0.050847458	0.153846154	0	0.090909091
0.064516129	0.085714286	0	0.170731707	0.063829787	0	0
0.722222222	0.9	1	0.826923077	1	1	0.909090909
0.695652174	0.909090909	1	1	0.892857143	1	0.9
0.181818182	1	0.952380952	0.947368421	0.866666667	1	0.833333333
0.111111111	0.064516129	0.214285714	0	0.051282051	0.066666667	0.142857143
0.833333333	0.846153846	0.764705882	0.805555556	0.621621622	0.7	0.428571429
0	0.025	0.074074074	0.056603774	0	0.142857143	0
0.705882353	0.622641509	0.583333333	0.631578947	0.714285714	0.666666667	0.272727273
0	0.175	0.055555556	0.105263158	0.137931034	0.19047619	0.111111111
0.791666667	0.840909091	0.84	0.74	0.839285714	0.789473684	0.75
0.157894737	1	1	1	1	1	1
0.2	0.096774194	0.04	0.193548387	0.320754717	0.411764706	0.454545455
1	0.888888889	1	1	0.931818182	0.866666667	0.769230769
0.047619048	0.185185185	0.086956522	0.269230769	0.020408163	0.230769231	0.045454545
0.787878788	0.82	0.903225806	0.849315068	0.836363636	1	1
0.923076923	0.789473684	0.866666667	0.649122807	0.68	0.769230769	0.3
0.375	0.512820513	0.6875	0.466666667	0.421052632	0.222222222	0.526315789
0.1	0.181818182	0.090909091	0.108695652	0.243902439	0.25	0
0.052631579	0.117647059	0.055555556	0.188679245	0.25	0.4	0
0.333333333	0.212121212	0.384615385	0.226415094	0.170212766	0.384615385	0.714285714
0.545454545	0.8125	0.914893617	0.759259259	0.698630137	0.833333333	0.684210526
1	0.777777778	0.916666667	0.876923077	0.847826087	0.9375	1
0.807692308	0.833333333	0.775	0.916666667	0.987951807	1	1
0.931034483	1	0.894736842	1	1	1	1
0	0.083333333	0.32	0.048780488	0	0	0
1	1	0.857142857	0.980769231	0.944444444	1	1
0.322580645	0.956521739	0.964285714	0.965517241	0.921568627	1	0.966666667
0.071428571	0.09375	0.230769231	0.102040816	0.12244898	0.375	0.363636364
0.933333333	0.59375	0.9	0.571428571	0.62962963	0.666666667	0.25
0	0.16	0.266666667	0.086956522	0.032258065	0	0
0.657142857	0.961538462	0.826086957	0.905660377	0.935483871	0.846153846	1
0.72	0.826086957	0.615384615	0.756756757	0.829268293	0.625	0.857142857
1	0.838709677	0.666666667	0.968253968	1	1	1
0.5625	1	1	1	1	1	1
0.755102041	0.685185185	0.684210526	0.8	0.634408602	0.722222222	0.391304348
0.3	0	0	0	0	0	0
