6	38	4	45
9	20	21	64
9	44	20	100
0	43	1	50
0	35	2	34
36	16	57	31
5	34	1	87
67	4	88	5
42	1	86	14
49	14	49	15
4	52	1	65
0	30	3	42
3	28	14	51
7	56	1	65
2	31	2	60
8	31	11	60
28	8	56	6
51	11	86	25
27	1	102	6
1	51	0	72
11	42	12	88
10	69	23	93
56	0	107	10
0	40	0	80
41	0	65	0
26	0	87	0
31	23	55	44
18	29	27	74
5	41	6	53
3	51	15	104
33	4	78	4
34	12	35	12
64	23	59	12
30	3	108	11
25	2	89	10
6	73	10	92
17	43	20	45
3	66	5	47
67	7	62	3
33	5	66	10
47	11	55	24
38	6	71	24
63	3	50	5
4	23	3	82
3	45	7	73
4	55	2	49
0	80	0	86
0	46	0	59
28	0	73	4
72	2	110	3
4	40	19	90
56	3	101	14
34	7	100	2
9	43	6	87
0	68	12	86
2	36	5	78
44	0	79	15
7	29	19	59
50	3	103	2
21	36	29	78
51	6	88	17
13	37	12	71
0	22	0	88
50	12	76	10
0	51	1	87
57	21	56	4
11	62	13	94
20	37	15	57
16	14	35	38
41	5	70	3
43	10	41	10
41	12	67	33
13	41	12	34
8	57	10	50
4	44	11	101
0	63	0	39
39	2	51	3
1	51	0	89
2	56	1	56
44	5	77	13
18	24	36	68
42	4	67	5
5	48	5	52
9	28	21	52
2	61	4	61
0	47	0	120
18	72	0	83
57	0	67	0
52	15	84	26
2	24	8	82
60	1	82	6
76	0	83	0
7	28	3	41
6	50	4	79
4	37	4	71
51	0	66	1
3	51	2	104
8	21	28	64
22	62	15	34
3	65	3	53
12	82	19	77
34	4	105	13
0	39	2	102
20	28	40	44
39	17	50	14
32	15	81	33
2	63	1	38
44	2	105	4
44	7	86	28
55	3	82	2
55	1	66	6
14	41	16	94
31	6	78	8
3	53	0	67
8	60	17	77
32	6	98	14
57	10	68	17
38	4	97	1
35	4	45	8
35	17	45	31
10	55	17	73
18	51	5	77
4	36	7	109
6	38	7	98
5	35	3	58
4	40	11	66
45	0	65	0
12	34	34	59
56	1	106	10
2	58	9	100
10	40	11	79
56	13	97	25
20	6	78	13
1	68	4	59
9	48	6	70
7	59	9	108
11	78	16	47
3	47	3	84
6	49	14	80
18	19	54	67
57	6	93	2
45	2	42	11
2	63	2	35
2	54	7	112
7	48	11	72
43	11	77	18
3	42	4	118
33	5	64	21
12	55	7	60
25	21	49	61
8	40	7	53
2	51	7	80
2	52	2	49
54	7	50	3
44	2	62	3
2	61	6	67
41	13	67	19
51	5	105	11
7	42	13	91
36	49	34	45
74	8	75	5
4	52	5	63
0	67	3	53
56	0	60	0
50	11	71	1
2	39	5	61
6	60	6	52
36	3	50	5
1	59	8	90
4	68	0	77
2	51	2	48
25	10	40	19
5	74	4	47
2	67	4	77
2	78	7	82
6	44	24	78
7	11	15	82
43	11	42	9
3	32	5	95
7	48	3	86
38	5	96	19
30	36	40	47
51	2	80	2
51	6	49	7
61	3	78	0
59	4	68	9
39	0	49	0
39	4	49	5
41	9	73	19
8	64	7	66
70	6	57	0
5	42	12	50
13	81	15	84
48	0	32	0
59	2	112	6
55	34	81	43
52	7	65	2
5	62	8	101
38	8	87	9
5	40	4	54
76	1	46	4
22	20	66	55
13	59	0	52
15	7	41	38
4	79	12	91
36	0	45	0
34	0	106	10
4	42	2	32
22	49	38	50
50	6	75	5
34	19	55	21
33	5	89	23
4	57	5	97
37	29	46	21
4	47	5	109
30	0	73	0
20	39	15	47
43	0	89	0
6	51	7	67
52	1	95	3
25	33	13	78
18	37	6	56
51	7	50	2
36	42	43	61
14	12	54	31
48	16	43	45
29	36	49	60
53	2	65	7
51	5	109	10
23	0	74	0
52	0	84	14
33	4	66	16
71	8	57	4
2	49	5	77
5	56	12	48
4	34	8	86
12	54	23	56
49	10	72	6
4	31	6	80
48	7	43	10
65	5	55	15
4	65	9	100
41	9	82	10
2	46	6	87
30	1	54	5
0	61	0	54
11	41	12	84
40	3	77	3
0	37	0	100
0	50	0	57
8	36	3	82
72	5	53	10
38	1	102	3
44	17	37	8
3	39	7	86
36	7	81	17
9	26	3	41
24	4	42	13
0	44	0	55
72	8	51	3
10	24	26	70
30	5	62	1
49	13	69	20
20	45	12	46
45	22	41	44
30	2	87	2
5	51	5	77
63	0	107	0
2	64	6	49
51	7	53	10
5	36	18	96
57	16	113	17
14	32	50	58
2	34	6	49
2	39	1	51
43	0	89	2
54	0	109	3
48	12	74	41
68	0	53	0
6	21	14	85
45	0	52	1
62	2	62	7
55	0	100	5
3	67	3	100
11	55	29	85
18	36	20	51
52	17	55	12
46	4	63	14
5	57	4	42
57	3	93	4
28	4	59	7
12	57	10	76
2	59	2	56
26	4	66	16
9	61	27	33
6	51	9	58
51	2	76	9
56	5	125	4
30	9	79	27
37	9	55	18
5	80	11	77
22	6	49	1
0	76	5	102
28	38	38	42
45	0	75	0
0	77	0	120
44	2	67	4
3	21	3	118
7	36	10	70
22	4	55	13
19	59	11	52
6	45	3	59
50	10	95	4
3	49	3	80
2	27	12	99
40	3	45	5
1	30	2	48
5	58	15	61
0	54	2	53
7	53	3	45
44	14	55	14
0	36	0	66
39	11	51	10
27	3	84	9
40	6	70	14
36	6	81	7
36	4	81	9
44	11	100	9
24	34	23	86
62	1	91	1
19	9	34	0
45	5	69	9
3	55	0	58
4	57	1	96
16	22	25	88
42	0	81	0
5	48	2	62
71	5	91	8
57	1	93	15
39	4	94	4
39	4	36	13
11	20	8	60
18	36	16	47
8	33	21	45
60	0	48	3
35	23	46	27
59	9	62	6
2	58	7	78
37	12	91	28
38	4	38	9
8	44	12	83
5	67	8	104
53	12	45	13
8	65	13	80
59	5	58	4
61	5	45	7
46	3	62	2
57	6	53	9
48	16	49	17
35	4	94	10
52	0	44	0
79	0	108	0
26	0	107	19
34	6	78	2
28	8	93	8
3	28	7	43
34	27	53	48
17	26	55	55
17	54	7	64
3	30	13	69
34	8	106	12
0	68	0	69
10	28	14	88
7	55	1	68
75	9	69	3
46	7	55	21
43	0	88	6
16	27	26	73
32	17	42	47
8	38	29	82
44	2	70	4
4	45	17	84
49	7	65	7
4	61	7	115
63	3	55	11
6	47	10	65
33	1	80	7
1	43	4	53
44	11	71	1
1	57	0	109
19	0	120	0
19	24	37	60
2	46	2	91
6	36	4	64
69	6	66	9
55	2	51	2
5	28	6	88
45	10	72	31
49	5	69	14
2	32	8	73
46	0	55	0
42	6	65	9
37	0	70	0
23	15	55	23
6	66	0	48
67	0	74	2
7	42	19	86
38	1	96	3
1	82	2	47
58	3	81	3
74	16	74	8
1	35	6	64
1	63	0	62
55	4	63	6
34	1	61	8
1	50	6	113
15	45	20	94
1	31	7	92
11	89	5	96
7	41	9	92
6	53	8	84
50	4	78	2
13	31	18	78
57	6	77	3
21	46	26	77
48	11	84	21
6	38	4	50
8	62	11	50
46	4	91	5
54	3	47	11
8	47	22	87
87	6	72	1
8	71	8	118
5	49	4	78
2	52	0	129
58	2	28	1
0	62	0	54
8	55	5	76
0	69	5	54
6	18	13	60
6	64	2	54
51	6	78	16
5	20	8	47
3	53	24	60
4	54	9	78
56	10	56	10
13	36	16	68
4	52	4	73
0	36	2	81
4	41	4	84
53	14	60	14
34	3	95	9
29	6	118	14
54	12	58	3
5	50	9	56
3	42	4	58
38	3	89	4
7	30	8	68
48	11	42	12
36	8	49	5
41	11	66	11
6	51	0	51
10	28	13	59
52	1	74	3
16	23	22	48
43	8	38	2
2	25	9	59
54	8	49	15
48	10	33	26
12	35	33	86
58	13	59	15
34	63	26	61
65	12	60	25
22	33	24	40
32	11	67	11
7	42	7	95
48	4	85	1
40	7	31	7
10	53	4	71
56	6	74	17
59	5	44	8
14	47	4	66
6	120	3	41
59	2	85	10
45	0	32	4
16	62	38	77
46	5	87	9
69	4	88	4
28	27	39	36
24	29	24	56
0	48	0	105
8	37	3	100
36	18	38	18
12	53	16	66
44	14	83	9
38	10	85	10
1	53	0	112
32	4	46	5
23	0	117	1
8	44	8	94
1	52	3	61
9	43	9	43
61	3	94	0
55	0	38	0
4	28	1	76
5	62	2	58
43	5	116	8
5	57	6	58
2	33	3	58
34	25	61	45
6	64	7	74
11	63	11	79
6	59	16	112
51	0	48	0
23	16	41	10
11	49	18	52
3	56	0	58
4	48	2	66
9	79	4	32
0	61	0	37
76	6	63	23
59	3	89	1
48	7	53	0
4	79	0	67
3	79	2	67
57	5	39	2
0	61	0	98
53	0	100	0
9	43	12	39
38	2	84	16
2	38	1	89
12	60	19	63
28	26	71	44
2	66	0	64
10	61	2	80
31	51	31	86
15	92	8	37
43	13	58	13
38	15	44	7
26	19	56	37
0	57	4	68
15	29	48	64
98	8	78	7
53	10	78	6
5	36	10	46
3	35	8	42
5	54	9	97
58	5	47	3
45	6	68	9
19	38	33	70
45	3	81	7
58	0	97	3
57	4	79	6
4	13	8	38
1	31	0	82
62	2	56	0
1	40	5	111
50	0	86	5
8	39	9	69
39	0	84	5
16	46	29	85
58	2	81	0
5	59	14	98
67	1	89	4
58	6	100	13
45	3	62	7
0	41	1	70
31	7	46	16
3	49	0	72
67	6	81	2
7	59	2	67
4	35	14	76
44	2	57	13
1	39	14	87
58	9	76	9
5	40	5	49
64	7	118	14
0	55	2	80
82	0	118	0
2	23	18	80
52	6	88	20
32	0	95	0
33	10	38	10
2	38	6	37
6	97	3	39
47	2	83	5
6	41	14	99
11	40	15	78
1	58	2	100
26	36	17	33
8	61	3	89
11	51	26	57
2	64	1	72
47	1	114	4
76	4	102	7
27	5	71	3
67	4	93	5
52	21	55	22
29	47	42	68
2	69	3	92
0	71	0	57
53	4	106	9
1	57	3	50
1	26	6	95
11	41	14	44
16	15	37	62
6	43	7	84
4	61	0	111
8	39	8	70
18	27	43	68
4	55	8	62
0	43	0	116
46	10	58	9
40	0	68	0
8	40	13	95
53	1	90	3
65	0	57	0
2	28	25	65
67	9	52	13
24	0	99	1
45	7	79	12
8	51	12	67
9	28	5	41
62	8	40	2
0	56	0	54
11	61	6	49
46	0	89	15
1	36	3	50
83	1	110	1
4	57	14	68
30	10	48	18
3	48	0	45
2	20	12	85
54	8	61	7
45	6	57	7
3	32	5	82
6	42	12	116
23	2	50	11
39	1	74	0
31	20	51	30
50	18	57	37
51	11	115	7
45	3	63	5
38	12	59	11
4	49	11	84
5	26	6	78
5	53	19	100
8	65	4	55
9	59	11	67
45	14	73	13
1	58	9	52
29	27	18	42
5	49	9	95
9	48	9	60
35	3	33	1
0	38	6	92
5	61	14	70
50	14	51	5
3	36	0	77
0	30	11	97
17	66	23	52
54	10	101	12
